row_id,compound_id,compound_name,disease_id,disease_name,label_source,label_semantics,compound_other_ctd_disease_count,compound_cpD_disease_count,compound_bound_gene_count,compound_upregulated_gene_count,compound_downregulated_gene_count,compound_side_effect_count,compound_pharmacologic_class_count,compound_resemblance_neighbor_count,compound_graph_degree,disease_other_ctd_compound_count,disease_cpD_compound_count,disease_graph_degree,has_compound_palliates_disease_edge,ctd_label
Compound::DB01098|Disease::DOID:1936,Compound::DB01098,Rosuvastatin,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,15,8,26,80,0,2,133,5,0,6,0,1
Compound::DB01098|Disease::DOID:585,Compound::DB01098,Rosuvastatin,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,2,0,15,8,26,80,0,2,133,1,0,1,0,0
Compound::DB01100|Disease::DOID:11612,Compound::DB01100,Pimozide,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01115|Disease::DOID:10763,Compound::DB01115,Nifedipine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,2,25,14,18,273,2,10,345,67,0,68,0,1
Compound::DB01119|Disease::DOID:0050425,Compound::DB01119,Diazoxide,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01119|Disease::DOID:10763,Compound::DB01119,Diazoxide,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB01120|Disease::DOID:9352,Compound::DB01120,Gliclazide,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,6,5,10,267,0,8,297,21,0,22,0,1
Compound::DB01121|Disease::DOID:12930,Compound::DB01121,Phenacemide,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,0,3,0,0
Compound::DB01132|Disease::DOID:9352,Compound::DB01132,Pioglitazone,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,9,5,1,118,4,1,139,21,0,22,0,1
Compound::DB01136|Disease::DOID:10763,Compound::DB01136,Carvedilol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,26,2,2,249,2,9,291,67,0,68,0,1
Compound::DB01144|Disease::DOID:1936,Compound::DB01144,Diclofenamide,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,6,0,6,0,0
Compound::DB01146|Disease::DOID:14330,Compound::DB01146,Diphenylpyraline,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01151|Disease::DOID:784,Compound::DB01151,Desipramine,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB01162|Disease::DOID:1094,Compound::DB01162,Terazosin,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,7,7,1,122,0,3,141,0,2,2,0,0
Compound::DB01170|Disease::DOID:10763,Compound::DB01170,Guanethidine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,2,0,0,0,0,0,3,67,0,68,0,1
Compound::DB01176|Disease::DOID:14330,Compound::DB01176,Cyclizine,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01180|Disease::DOID:8398,Compound::DB01180,Rescinnamine,Disease::DOID:8398,osteoarthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01193|Disease::DOID:10763,Compound::DB01193,Acebutolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,5,0,0,130,0,11,147,67,0,68,0,1
Compound::DB01193|Disease::DOID:9744,Compound::DB01193,Acebutolol,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,5,0,0,130,0,11,147,1,0,1,0,0
Compound::DB01197|Disease::DOID:10763,Compound::DB01197,Captopril,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,11,4,16,148,0,1,183,67,0,68,0,1
Compound::DB01197|Disease::DOID:3393,Compound::DB01197,Captopril,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,11,4,16,148,0,1,183,27,3,31,0,1
Compound::DB01197|Disease::DOID:418,Compound::DB01197,Captopril,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,2,0,11,4,16,148,0,1,183,1,1,3,0,1
Compound::DB01200|Disease::DOID:784,Compound::DB01200,Bromocriptine,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,1,23,15,9,163,1,6,219,0,4,4,0,0
Compound::DB01203|Disease::DOID:10763,Compound::DB01203,Nadolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,1,3,102,0,8,119,67,0,68,0,1
Compound::DB01210|Disease::DOID:1094,Compound::DB01210,Levobunolol,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,0,2,2,0,0
Compound::DB01210|Disease::DOID:1686,Compound::DB01210,Levobunolol,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,3,0,3,0,0
Compound::DB01214|Disease::DOID:8398,Compound::DB01214,Metipranolol,Disease::DOID:8398,osteoarthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,0,1,1,0,0
Compound::DB01228|Disease::DOID:14221,Compound::DB01228,Encainide,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01228|Disease::DOID:784,Compound::DB01228,Encainide,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB01241|Disease::DOID:1686,Compound::DB01241,Gemfibrozil,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,7,7,19,116,2,1,153,3,0,3,0,0
Compound::DB01241|Disease::DOID:3393,Compound::DB01241,Gemfibrozil,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,7,7,19,116,2,1,153,27,3,31,0,1
Compound::DB01244|Disease::DOID:10763,Compound::DB01244,Bepridil,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,16,0,0,76,0,15,108,67,0,68,0,1
Compound::DB01244|Disease::DOID:9352,Compound::DB01244,Bepridil,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,16,0,0,76,0,15,108,22,0,22,0,0
Compound::DB01251|Disease::DOID:12849,Compound::DB01251,Gliquidone,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,3,3,0,1,1,0,0
Compound::DB01251|Disease::DOID:8398,Compound::DB01251,Gliquidone,Disease::DOID:8398,osteoarthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,3,3,0,1,1,0,0
Compound::DB01252|Disease::DOID:418,Compound::DB01252,Mitiglinide,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,2,1,3,0,0
Compound::DB01255|Disease::DOID:12849,Compound::DB01255,Lisdexamfetamine,Disease::DOID:12849,autistic disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB01261|Disease::DOID:1094,Compound::DB01261,Sitagliptin,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,4,6,44,127,1,0,183,0,2,2,0,0
Compound::DB01261|Disease::DOID:14330,Compound::DB01261,Sitagliptin,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,4,6,44,127,1,0,183,0,1,1,0,0
Compound::DB01261|Disease::DOID:9352,Compound::DB01261,Sitagliptin,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,6,44,127,1,0,183,21,0,22,0,1
Compound::DB01274|Disease::DOID:784,Compound::DB01274,Arformoterol,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB01275|Disease::DOID:10763,Compound::DB01275,Hydralazine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,0,0,90,1,0,96,67,0,68,0,1
Compound::DB01325|Disease::DOID:8398,Compound::DB01325,Quinethazone,Disease::DOID:8398,osteoarthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,0,1,1,0,0
Compound::DB01340|Disease::DOID:0050425,Compound::DB01340,Cilazapril,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,10,10,0,1,1,0,0
Compound::DB01342|Disease::DOID:13378,Compound::DB01342,Forasartan,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,1,0,1,0,0
Compound::DB01349|Disease::DOID:9744,Compound::DB01349,Tasosartan,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,1,0,1,0,0
Compound::DB01359|Disease::DOID:10763,Compound::DB01359,Penbutolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,5,0,0,39,0,9,55,67,0,68,0,1
Compound::DB01359|Disease::DOID:3393,Compound::DB01359,Penbutolol,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,1,0,5,0,0,39,0,9,55,27,3,31,0,1
Compound::DB01399|Disease::DOID:6364,Compound::DB01399,Salsalate,Disease::DOID:6364,migraine,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,1,4,0,0
Compound::DB01399|Disease::DOID:784,Compound::DB01399,Salsalate,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,4,4,0,0
Compound::DB01403|Disease::DOID:418,Compound::DB01403,Methotrimeprazine,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,2,1,3,0,0
Compound::DB01411|Disease::DOID:11714,Compound::DB01411,Pranlukast,Disease::DOID:11714,gestational diabetes,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01411|Disease::DOID:1686,Compound::DB01411,Pranlukast,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,3,0,3,0,0
Compound::DB01420|Disease::DOID:11119,Compound::DB01420,Testosterone Propionate,Disease::DOID:11119,Gilles de la Tourette syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,2,2,0,0
Compound::DB01420|Disease::DOID:418,Compound::DB01420,Testosterone Propionate,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,2,1,3,0,0
Compound::DB01420|Disease::DOID:9744,Compound::DB01420,Testosterone Propionate,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Compound::DB01421|Disease::DOID:13378,Compound::DB01421,Paromomycin,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01421|Disease::DOID:9744,Compound::DB01421,Paromomycin,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01428|Disease::DOID:11714,Compound::DB01428,Oxybenzone,Disease::DOID:11714,gestational diabetes,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01428|Disease::DOID:3393,Compound::DB01428,Oxybenzone,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,28,3,31,0,0
Compound::DB01428|Disease::DOID:7148,Compound::DB01428,Oxybenzone,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB01511|Disease::DOID:3393,Compound::DB01511,Delorazepam,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,28,3,31,0,0
Compound::DB01591|Disease::DOID:13378,Compound::DB01591,Solifenacin,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB01609|Disease::DOID:12930,Compound::DB01609,Deferasirox,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,0,3,0,0
Compound::DB01614|Disease::DOID:1094,Compound::DB01614,Acepromazine,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,2,2,0,0
Compound::DB01615|Disease::DOID:10763,Compound::DB01615,Aceprometazine,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,68,0,68,0,0
Compound::DB04841|Disease::DOID:13378,Compound::DB04841,Flunarizine,Disease::DOID:13378,Kawasaki disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB04841|Disease::DOID:1686,Compound::DB04841,Flunarizine,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,3,0,3,0,0
Compound::DB04841|Disease::DOID:1936,Compound::DB04841,Flunarizine,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,6,0,6,0,0
Compound::DB04842|Disease::DOID:7148,Compound::DB04842,Fluspirilene,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB04861|Disease::DOID:10763,Compound::DB04861,Nebivolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,4,0,0,50,0,0,55,67,0,68,0,1
Compound::DB04877|Disease::DOID:11612,Compound::DB04877,Voacamine,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB04920|Disease::DOID:9744,Compound::DB04920,Clevidipine,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,6,6,1,0,1,0,0
Compound::DB06209|Disease::DOID:9744,Compound::DB06209,Prasugrel,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB06218|Disease::DOID:9970,Compound::DB06218,Lacosamide,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB06689|Disease::DOID:418,Compound::DB06689,Ethanolamine Oleate,Disease::DOID:418,systemic scleroderma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,2,1,3,0,0
Compound::DB06689|Disease::DOID:9744,Compound::DB06689,Ethanolamine Oleate,Disease::DOID:9744,type 1 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB06691|Disease::DOID:13189,Compound::DB06691,Mepyramine,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB06707|Disease::DOID:7148,Compound::DB06707,Levonordefrin,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB06710|Disease::DOID:14221,Compound::DB06710,Methyltestosterone,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,1,0,1,0,0
Compound::DB06710|Disease::DOID:9352,Compound::DB06710,Methyltestosterone,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,22,0,22,0,0
Compound::DB06711|Disease::DOID:11612,Compound::DB06711,Naphazoline,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB08797|Disease::DOID:13189,Compound::DB08797,Salicylamide,Disease::DOID:13189,gout,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB08797|Disease::DOID:9074,Compound::DB08797,Salicylamide,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB08799|Disease::DOID:9352,Compound::DB08799,Antazoline,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,22,0,22,0,0
Compound::DB08800|Disease::DOID:14221,Compound::DB08800,Chloropyramine,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB08800|Disease::DOID:1686,Compound::DB08800,Chloropyramine,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,3,0,3,0,0
Compound::DB08807|Disease::DOID:1686,Compound::DB08807,Bopindolol,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,3,0,3,0,0
Compound::DB08808|Disease::DOID:10763,Compound::DB08808,Bupranolol,Disease::DOID:10763,hypertension,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,68,0,68,0,0
Compound::DB08808|Disease::DOID:12930,Compound::DB08808,Bupranolol,Disease::DOID:12930,dilated cardiomyopathy,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,5,5,3,0,3,0,0
Compound::DB08811|Disease::DOID:784,Compound::DB08811,Tofisopam,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
Compound::DB08816|Disease::DOID:3393,Compound::DB08816,Ticagrelor,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,3,0,0,123,6,0,133,27,3,31,0,1
Compound::DB08822|Disease::DOID:11612,Compound::DB08822,Azilsartan medoxomil,Disease::DOID:11612,polycystic ovary syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,4,4,1,0,1,0,0
Compound::DB08860|Disease::DOID:3393,Compound::DB08860,Pitavastatin,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,14,197,248,49,0,3,512,27,3,31,0,1
Compound::DB08882|Disease::DOID:585,Compound::DB08882,Linagliptin,Disease::DOID:585,nephrolithiasis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,1,0,3,0,0,39,1,1,45,1,0,1,0,0
Compound::DB08882|Disease::DOID:9352,Compound::DB08882,Linagliptin,Disease::DOID:9352,type 2 diabetes mellitus,Hetionet v1.0 filtered PolyMerge fragment,represented_CtD_edge,0,0,3,0,0,39,1,1,45,21,0,22,0,1
Compound::DB08893|Disease::DOID:1094,Compound::DB08893,Mirabegron,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,2,2,0,0
Compound::DB08893|Disease::DOID:1936,Compound::DB08893,Mirabegron,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,6,0,6,0,0
Compound::DB08893|Disease::DOID:9970,Compound::DB08893,Mirabegron,Disease::DOID:9970,obesity,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB08941|Disease::DOID:1094,Compound::DB08941,Isoxsuprine,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,2,2,0,0
Compound::DB08941|Disease::DOID:1936,Compound::DB08941,Isoxsuprine,Disease::DOID:1936,atherosclerosis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,6,0,6,0,0
Compound::DB08954|Disease::DOID:0050425,Compound::DB08954,Ifenprodil,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,1,1,0,0
Compound::DB08954|Disease::DOID:1094,Compound::DB08954,Ifenprodil,Disease::DOID:1094,attention deficit hyperactivity disorder,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,0,2,2,0,0
Compound::DB08983|Disease::DOID:14221,Compound::DB08983,Etofibrate,Disease::DOID:14221,metabolic syndrome X,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,1,0,1,0,0
Compound::DB08990|Disease::DOID:11119,Compound::DB08990,Eprazinone,Disease::DOID:11119,Gilles de la Tourette syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,2,2,0,0
Compound::DB08990|Disease::DOID:14330,Compound::DB08990,Eprazinone,Disease::DOID:14330,Parkinson's disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB08990|Disease::DOID:9074,Compound::DB08990,Eprazinone,Disease::DOID:9074,systemic lupus erythematosus,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB08998|Disease::DOID:3393,Compound::DB08998,Demexiptiline,Disease::DOID:3393,coronary artery disease,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,2,2,28,3,31,0,0
Compound::DB09000|Disease::DOID:0050425,Compound::DB09000,Cyamemazine,Disease::DOID:0050425,restless legs syndrome,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB09000|Disease::DOID:7148,Compound::DB09000,Cyamemazine,Disease::DOID:7148,rheumatoid arthritis,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Compound::DB09015|Disease::DOID:1686,Compound::DB09015,Potassium Canrenoate,Disease::DOID:1686,glaucoma,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,3,0,3,0,0
Compound::DB09015|Disease::DOID:784,Compound::DB09015,Potassium Canrenoate,Disease::DOID:784,chronic kidney failure,Hetionet v1.0 filtered PolyMerge fragment,sampled_no_represented_CtD_edge,0,0,0,0,0,0,0,1,1,0,4,4,0,0
