source,metaedge,target
Compound::DB00175,CcSE,Side Effect::C0151786
Compound::DB00177,CcSE,Side Effect::C0041969
Compound::DB00808,CcSE,Side Effect::C0476273
Compound::DB00524,CcSE,Side Effect::C1269683
Compound::DB00999,CcSE,Side Effect::C0003469
Compound::DB00629,CcSE,Side Effect::C0008031
Compound::DB01193,CcSE,Side Effect::C0277925
Compound::DB00177,CcSE,Side Effect::C0853760
Compound::DB00492,CcSE,Side Effect::C0020458
Compound::DB00657,CcSE,Side Effect::C0020651
Compound::DB00881,CcSE,Side Effect::C0017178
Compound::DB00627,CcSE,Side Effect::C0035455
Compound::DB01083,CcSE,Side Effect::C0012817
Compound::DB00594,CcSE,Side Effect::C0017178
Compound::DB00657,CcSE,Side Effect::C0011124
Compound::DB00695,CcSE,Side Effect::C1443060
Compound::DB00187,CcSE,Side Effect::C0004093
Compound::DB00214,CcSE,Side Effect::C1142175
Compound::DB00722,CcSE,Side Effect::C0344232
Compound::DB00195,CcSE,Side Effect::C0022904
Compound::DB00622,CcSE,Side Effect::C0019064
Compound::DB00999,CcSE,Side Effect::C0235431
Compound::DB01098,CcSE,Side Effect::C0687713
Compound::DB01203,CcSE,Side Effect::C0242429
Compound::DB08860,CcSE,Side Effect::C0033774
Compound::DB01200,CcSE,Side Effect::C0232487
Compound::DB00661,CcSE,Side Effect::C0332573
Compound::DB08816,CcSE,Side Effect::C0241742
Compound::DB00206,CcSE,Side Effect::C0015230
Compound::DB01098,CcSE,Side Effect::C0040034
Compound::DB00912,CcSE,Side Effect::C0027497
Compound::DB00594,CcSE,Side Effect::C0011603
Compound::DB00542,CcSE,Side Effect::C0026858
Compound::DB01275,CcSE,Side Effect::C0014457
Compound::DB00973,CcSE,Side Effect::C0016977
Compound::DB01132,CcSE,Side Effect::C0085605
Compound::DB00373,CcSE,Side Effect::C3665347
Compound::DB00187,CcSE,Side Effect::C0237849
Compound::DB00373,CcSE,Side Effect::C0423153
Compound::DB00571,CcSE,Side Effect::C0004093
Compound::DB00598,CcSE,Side Effect::C0278134
Compound::DB00575,CcSE,Side Effect::C0344232
Compound::DB00629,CcSE,Side Effect::C0750016
Compound::DB00542,CcSE,Side Effect::C0234987
Compound::DB00641,CcSE,Side Effect::C0002622
Compound::DB00678,CcSE,Side Effect::C0012833
Compound::DB00790,CcSE,Side Effect::C0239377
Compound::DB00661,CcSE,Side Effect::C0863113
Compound::DB00700,CcSE,Side Effect::C0595930
Compound::DB00178,CcSE,Side Effect::C0022354
Compound::DB01197,CcSE,Side Effect::C0231218
Compound::DB00590,CcSE,Side Effect::C0011603
Compound::DB00722,CcSE,Side Effect::C0030252
Compound::DB00542,CcSE,Side Effect::C0948586
Compound::DB00594,CcSE,Side Effect::C0009421
Compound::DB00492,CcSE,Side Effect::C0700363
Compound::DB00790,CcSE,Side Effect::C0034150
Compound::DB00584,CcSE,Side Effect::C0034359
Compound::DB00195,CcSE,Side Effect::C0018099
Compound::DB01016,CcSE,Side Effect::C0022354
Compound::DB00661,CcSE,Side Effect::C0232487
Compound::DB00695,CcSE,Side Effect::C1704272
Compound::DB00880,CcSE,Side Effect::C0476273
Compound::DB01193,CcSE,Side Effect::C0428977
Compound::DB01098,CcSE,Side Effect::C0151786
Compound::DB00661,CcSE,Side Effect::C0548823
Compound::DB01197,CcSE,Side Effect::C0162830
Compound::DB00264,CcSE,Side Effect::C0428977
Compound::DB00331,CcSE,Side Effect::C1291077
Compound::DB00657,CcSE,Side Effect::C0034063
Compound::DB00492,CcSE,Side Effect::C0162287
Compound::DB00700,CcSE,Side Effect::C0235431
Compound::DB00177,CcSE,Side Effect::C0850149
Compound::DB00310,CcSE,Side Effect::C0009806
Compound::DB00999,CcSE,Side Effect::C0030193
Compound::DB01067,CcSE,Side Effect::C0023218
Compound::DB01136,CcSE,Side Effect::C0151736
Compound::DB00590,CcSE,Side Effect::C0038525
Compound::DB00999,CcSE,Side Effect::C0031350
Compound::DB00790,CcSE,Side Effect::C0947912
Compound::DB01197,CcSE,Side Effect::C0022660
Compound::DB00590,CcSE,Side Effect::C0243026
Compound::DB00876,CcSE,Side Effect::C0009763
Compound::DB00457,CcSE,Side Effect::C0014591
Compound::DB08816,CcSE,Side Effect::C0018802
Compound::DB00519,CcSE,Side Effect::C0006145
Compound::DB00584,CcSE,Side Effect::C0002170
Compound::DB00722,CcSE,Side Effect::C0011991
Compound::DB00999,CcSE,Side Effect::C0040034
Compound::DB00542,CcSE,Side Effect::C0863113
Compound::DB00542,CcSE,Side Effect::C0003864
Compound::DB00758,CcSE,Side Effect::C0023218
Compound::DB00492,CcSE,Side Effect::C0235431
Compound::DB01162,CcSE,Side Effect::C0234458
Compound::DB00627,CcSE,Side Effect::C0024440
Compound::DB01132,CcSE,Side Effect::C0851341
Compound::DB00584,CcSE,Side Effect::C0011124
Compound::DB00222,CcSE,Side Effect::C0042023
Compound::DB01018,CcSE,Side Effect::C0015397
Compound::DB00187,CcSE,Side Effect::C0037274
Compound::DB00790,CcSE,Side Effect::C0042023
Compound::DB00966,CcSE,Side Effect::C0024115
Compound::DB01275,CcSE,Side Effect::C0027947
Compound::DB00222,CcSE,Side Effect::C0038325
Compound::DB01193,CcSE,Side Effect::C0020458
Compound::DB00542,CcSE,Side Effect::C0009806
Compound::DB00641,CcSE,Side Effect::C0009676
Compound::DB00598,CcSE,Side Effect::C0853619
Compound::DB01067,CcSE,Side Effect::C0003811
Compound::DB00887,CcSE,Side Effect::C0042109
Compound::DB01193,CcSE,Side Effect::C0033975
Compound::DB00401,CcSE,Side Effect::C0017181
Compound::DB01029,CcSE,Side Effect::C0178298
Compound::DB00876,CcSE,Side Effect::C0018681
Compound::DB00584,CcSE,Side Effect::C0016204
Compound::DB00264,CcSE,Side Effect::C0007166
Compound::DB00590,CcSE,Side Effect::C0010200
Compound::DB00700,CcSE,Side Effect::C0008031
Compound::DB00796,CcSE,Side Effect::C0042075
Compound::DB00222,CcSE,Side Effect::C0002962
Compound::DB00524,CcSE,Side Effect::C0012833
Compound::DB00966,CcSE,Side Effect::C0917801
Compound::DB00373,CcSE,Side Effect::C0030196
Compound::DB01039,CcSE,Side Effect::C0026858
Compound::DB00790,CcSE,Side Effect::C0028734
Compound::DB00722,CcSE,Side Effect::C0037036
Compound::DB01136,CcSE,Side Effect::C0151578
Compound::DB00177,CcSE,Side Effect::C0349506
Compound::DB00492,CcSE,Side Effect::C0003460
Compound::DB01023,CcSE,Side Effect::C0004093
Compound::DB00343,CcSE,Side Effect::C0001824
Compound::DB00876,CcSE,Side Effect::C0022650
Compound::DB00343,CcSE,Side Effect::C0085641
Compound::DB01261,CcSE,Side Effect::C0011603
Compound::DB00598,CcSE,Side Effect::C0040822
Compound::DB00373,CcSE,Side Effect::C0037199
Compound::DB01193,CcSE,Side Effect::C0220870
Compound::DB01083,CcSE,Side Effect::C0231218
Compound::DB00227,CcSE,Side Effect::C0042571
Compound::DB01275,CcSE,Side Effect::C0221733
Compound::DB00178,CcSE,Side Effect::C0036572
Compound::DB00590,CcSE,Side Effect::C0242379
Compound::DB00758,CcSE,Side Effect::C0267792
Compound::DB01115,CcSE,Side Effect::C0030554
Compound::DB00999,CcSE,Side Effect::C0017168
Compound::DB00331,CcSE,Side Effect::C0013395
Compound::DB00343,CcSE,Side Effect::C0004245
Compound::DB00195,CcSE,Side Effect::C0948595
Compound::DB00195,CcSE,Side Effect::C0344232
Compound::DB00384,CcSE,Side Effect::C0018681
Compound::DB00373,CcSE,Side Effect::C0162529
Compound::DB00876,CcSE,Side Effect::C0917801
Compound::DB00343,CcSE,Side Effect::C0025061
Compound::DB00880,CcSE,Side Effect::C0034063
Compound::DB00973,CcSE,Side Effect::C0239571
Compound::DB00187,CcSE,Side Effect::C0042109
Compound::DB00519,CcSE,Side Effect::C0013395
Compound::DB00227,CcSE,Side Effect::C0011603
Compound::DB01083,CcSE,Side Effect::C0851578
Compound::DB00412,CcSE,Side Effect::C0018802
Compound::DB00524,CcSE,Side Effect::C2363730
Compound::DB00178,CcSE,Side Effect::C0004936
Compound::DB00457,CcSE,Side Effect::C0015672
Compound::DB00284,CcSE,Side Effect::C1258215
Compound::DB00641,CcSE,Side Effect::C0022354
Compound::DB01124,CcSE,Side Effect::C0021141
Compound::DB01241,CcSE,Side Effect::C0016204
Compound::DB00657,CcSE,Side Effect::C0026961
Compound::DB00524,CcSE,Side Effect::C0011991
Compound::DB00584,CcSE,Side Effect::C0018418
Compound::DB01098,CcSE,Side Effect::C0022658
Compound::DB00775,CcSE,Side Effect::C0018926
Compound::DB01193,CcSE,Side Effect::C0001824
Compound::DB00524,CcSE,Side Effect::C0019158
Compound::DB00758,CcSE,Side Effect::C0035455
Compound::DB00622,CcSE,Side Effect::C0236075
Compound::DB01023,CcSE,Side Effect::C0162830
Compound::DB00373,CcSE,Side Effect::C0271308
Compound::DB00519,CcSE,Side Effect::C0042963
Compound::DB01018,CcSE,Side Effect::C0237849
Compound::DB01016,CcSE,Side Effect::C0042963
Compound::DB00381,CcSE,Side Effect::C2047937
Compound::DB01018,CcSE,Side Effect::C0917799
Compound::DB00227,CcSE,Side Effect::C0011633
Compound::DB00571,CcSE,Side Effect::C0018799
Compound::DB01197,CcSE,Side Effect::C0242350
Compound::DB00800,CcSE,Side Effect::C0042029
Compound::DB01018,CcSE,Side Effect::C0020538
Compound::DB01023,CcSE,Side Effect::C0039070
Compound::DB01193,CcSE,Side Effect::C0016204
Compound::DB00722,CcSE,Side Effect::C0029882
Compound::DB00492,CcSE,Side Effect::C0038999
Compound::DB00881,CcSE,Side Effect::C0042571
Compound::DB01197,CcSE,Side Effect::C0030232
Compound::DB00457,CcSE,Side Effect::C0042109
Compound::DB00627,CcSE,Side Effect::C0857370
Compound::DB00175,CcSE,Side Effect::C0027769
Compound::DB00808,CcSE,Side Effect::C0008031
Compound::DB00401,CcSE,Side Effect::C0043094
Compound::DB00790,CcSE,Side Effect::C0233794
Compound::DB01200,CcSE,Side Effect::C0080274
Compound::DB01200,CcSE,Side Effect::C0038220
Compound::DB01261,CcSE,Side Effect::C0542571
Compound::DB00373,CcSE,Side Effect::C0854097
Compound::DB00627,CcSE,Side Effect::C0030554
Compound::DB00960,CcSE,Side Effect::C0004245
Compound::DB00598,CcSE,Side Effect::C0002170
Compound::DB00571,CcSE,Side Effect::C0018790
Compound::DB00519,CcSE,Side Effect::C0235996
Compound::DB00492,CcSE,Side Effect::C0948349
Compound::DB01244,CcSE,Side Effect::C0232487
Compound::DB00227,CcSE,Side Effect::C0030196
Compound::DB01120,CcSE,Side Effect::C0015967
Compound::DB01115,CcSE,Side Effect::C0030794
Compound::DB01115,CcSE,Side Effect::C0002792
Compound::DB01261,CcSE,Side Effect::C0152029
Compound::DB00627,CcSE,Side Effect::C0008350
Compound::DB00966,CcSE,Side Effect::C0041969
Compound::DB00571,CcSE,Side Effect::C0037299
Compound::DB01039,CcSE,Side Effect::C0522055
Compound::DB00695,CcSE,Side Effect::C0392525
Compound::DB00966,CcSE,Side Effect::C0002994
Compound::DB01039,CcSE,Side Effect::C0853149
Compound::DB00270,CcSE,Side Effect::C0009782
Compound::DB00524,CcSE,Side Effect::C0011603
Compound::DB00331,CcSE,Side Effect::C0020649
Compound::DB00178,CcSE,Side Effect::C0023066
Compound::DB00960,CcSE,Side Effect::C0013144
Compound::DB00195,CcSE,Side Effect::C0042963
Compound::DB00945,CcSE,Side Effect::C1565489
Compound::DB00457,CcSE,Side Effect::C0948594
Compound::DB00973,CcSE,Side Effect::C0178298
Compound::DB00575,CcSE,Side Effect::C0002170
Compound::DB01115,CcSE,Side Effect::C0700590
Compound::DB00227,CcSE,Side Effect::C0042384
Compound::DB00175,CcSE,Side Effect::C0919980
Compound::DB00661,CcSE,Side Effect::C0012833
Compound::DB00641,CcSE,Side Effect::C0030554
Compound::DB00421,CcSE,Side Effect::C0004134
Compound::DB00622,CcSE,Side Effect::C0027497
Compound::DB00175,CcSE,Side Effect::C0022354
Compound::DB00519,CcSE,Side Effect::C0011570
Compound::DB00519,CcSE,Side Effect::C0009782
Compound::DB01039,CcSE,Side Effect::C0004238
Compound::DB00590,CcSE,Side Effect::C0004134
Compound::DB00214,CcSE,Side Effect::C0042963
Compound::DB01083,CcSE,Side Effect::C0039971
Compound::DB00343,CcSE,Side Effect::C0151529
Compound::DB00695,CcSE,Side Effect::C0018099
Compound::DB00275,CcSE,Side Effect::C2047937
Compound::DB01162,CcSE,Side Effect::C0037199
Compound::DB00881,CcSE,Side Effect::C0851341
Compound::DB00808,CcSE,Side Effect::C0231530
Compound::DB01261,CcSE,Side Effect::C0014869
Compound::DB01115,CcSE,Side Effect::C0151744
Compound::DB00627,CcSE,Side Effect::C0038990
Compound::DB00421,CcSE,Side Effect::C0014457
Compound::DB00584,CcSE,Side Effect::C0004238
Compound::DB00629,CcSE,Side Effect::C0011603
Compound::DB00584,CcSE,Side Effect::C0001824
Compound::DB00492,CcSE,Side Effect::C0149744
Compound::DB01039,CcSE,Side Effect::C0027121
Compound::DB00999,CcSE,Side Effect::C0017979
Compound::DB00758,CcSE,Side Effect::C0020649
Compound::DB00999,CcSE,Side Effect::C0033774
Compound::DB01359,CcSE,Side Effect::C0701811
Compound::DB00629,CcSE,Side Effect::C0085932
Compound::DB00227,CcSE,Side Effect::C0427055
Compound::DB00571,CcSE,Side Effect::C0030554
Compound::DB00195,CcSE,Side Effect::C0020649
Compound::DB01039,CcSE,Side Effect::C0006277
Compound::DB00177,CcSE,Side Effect::C0687713
Compound::DB01039,CcSE,Side Effect::C0030252
Compound::DB00790,CcSE,Side Effect::C0039231
Compound::DB00876,CcSE,Side Effect::C0003123
Compound::DB01115,CcSE,Side Effect::C0018681
Compound::DB00758,CcSE,Side Effect::C0036974
Compound::DB00373,CcSE,Side Effect::C1142412
Compound::DB01200,CcSE,Side Effect::C0020514
Compound::DB01200,CcSE,Side Effect::C0086525
Compound::DB00808,CcSE,Side Effect::C0013378
Compound::DB01162,CcSE,Side Effect::C0009676
Compound::DB01203,CcSE,Side Effect::C0277925
Compound::DB00722,CcSE,Side Effect::C0231528
Compound::DB00945,CcSE,Side Effect::C0011991
Compound::DB00492,CcSE,Side Effect::C0035243
Compound::DB01115,CcSE,Side Effect::C0853908
Compound::DB00590,CcSE,Side Effect::C0025222
Compound::DB01261,CcSE,Side Effect::C0041912
Compound::DB00966,CcSE,Side Effect::C0595929
Compound::DB00758,CcSE,Side Effect::C0549356
Compound::DB00881,CcSE,Side Effect::C0042029
Compound::DB01136,CcSE,Side Effect::C0233494
Compound::DB00678,CcSE,Side Effect::C0231528
Compound::DB00622,CcSE,Side Effect::C0542571
Compound::DB00627,CcSE,Side Effect::C0023067
Compound::DB00175,CcSE,Side Effect::C0008031
Compound::DB00331,CcSE,Side Effect::C1971624
Compound::DB00381,CcSE,Side Effect::C0232461
Compound::DB01029,CcSE,Side Effect::C0020517
Compound::DB00622,CcSE,Side Effect::C0032617
Compound::DB00700,CcSE,Side Effect::C0521839
Compound::DB00571,CcSE,Side Effect::C0026848
Compound::DB01261,CcSE,Side Effect::C0030305
Compound::DB01115,CcSE,Side Effect::C0017566
Compound::DB00575,CcSE,Side Effect::C0521495
Compound::DB00575,CcSE,Side Effect::C0042029
Compound::DB01200,CcSE,Side Effect::C0233763
Compound::DB00519,CcSE,Side Effect::C1443060
Compound::DB00492,CcSE,Side Effect::C0851578
Compound::DB00519,CcSE,Side Effect::C0852810
Compound::DB00519,CcSE,Side Effect::C0151908
Compound::DB01120,CcSE,Side Effect::C0040046
Compound::DB00598,CcSE,Side Effect::C0016382
Compound::DB01083,CcSE,Side Effect::C0030193
Compound::DB00381,CcSE,Side Effect::C0233471
Compound::DB00627,CcSE,Side Effect::C0344232
Compound::DB01132,CcSE,Side Effect::C0333243
Compound::DB01136,CcSE,Side Effect::C0026827
Compound::DB00790,CcSE,Side Effect::C0030554
Compound::DB01241,CcSE,Side Effect::C0085693
Compound::DB00178,CcSE,Side Effect::C0042384
Compound::DB01067,CcSE,Side Effect::C0030193
Compound::DB00960,CcSE,Side Effect::C0004093
Compound::DB00175,CcSE,Side Effect::C0344232
Compound::DB00758,CcSE,Side Effect::C0235437
Compound::DB01083,CcSE,Side Effect::C0013369
Compound::DB00678,CcSE,Side Effect::C0151786
Compound::DB01136,CcSE,Side Effect::C0026821
Compound::DB00912,CcSE,Side Effect::C0162429
Compound::DB01023,CcSE,Side Effect::C0014742
Compound::DB00622,CcSE,Side Effect::C0004093
Compound::DB00519,CcSE,Side Effect::C0687713
Compound::DB00177,CcSE,Side Effect::C0009450
Compound::DB00457,CcSE,Side Effect::C0030193
Compound::DB00774,CcSE,Side Effect::C0004093
Compound::DB00758,CcSE,Side Effect::C0006277
Compound::DB00903,CcSE,Side Effect::C0020456
Compound::DB00594,CcSE,Side Effect::C0740394
Compound::DB00214,CcSE,Side Effect::C0014518
Compound::DB00421,CcSE,Side Effect::C0018418
Compound::DB00373,CcSE,Side Effect::C0687713
Compound::DB00421,CcSE,Side Effect::C0011603
Compound::DB00622,CcSE,Side Effect::C0020580
Compound::DB00695,CcSE,Side Effect::C0023890
Compound::DB00492,CcSE,Side Effect::C0011071
Compound::DB01162,CcSE,Side Effect::C0004093
Compound::DB01136,CcSE,Side Effect::C0235439
Compound::DB00264,CcSE,Side Effect::C0039070
Compound::DB00264,CcSE,Side Effect::C0036974
Compound::DB00401,CcSE,Side Effect::C0041657
Compound::DB01136,CcSE,Side Effect::C0014518
Compound::DB00945,CcSE,Side Effect::C0011603
Compound::DB00187,CcSE,Side Effect::C0031117
Compound::DB00343,CcSE,Side Effect::C0026858
Compound::DB00195,CcSE,Side Effect::C0034882
Compound::DB01200,CcSE,Side Effect::C0042024
Compound::DB00264,CcSE,Side Effect::C0025061
Compound::DB00661,CcSE,Side Effect::C0037763
Compound::DB01029,CcSE,Side Effect::C1565489
Compound::DB00214,CcSE,Side Effect::C0518015
Compound::DB00594,CcSE,Side Effect::C0004093
Compound::DB00222,CcSE,Side Effect::C0151905
Compound::DB00945,CcSE,Side Effect::C0012833
Compound::DB00973,CcSE,Side Effect::C0151766
Compound::DB01241,CcSE,Side Effect::C0852911
Compound::DB00457,CcSE,Side Effect::C0021167
Compound::DB00524,CcSE,Side Effect::C1291077
Compound::DB01261,CcSE,Side Effect::C0858635
Compound::DB01115,CcSE,Side Effect::C0020540
Compound::DB01023,CcSE,Side Effect::C0948594
Compound::DB00264,CcSE,Side Effect::C0314719
Compound::DB00178,CcSE,Side Effect::C0003123
Compound::DB01120,CcSE,Side Effect::C2830004
Compound::DB01018,CcSE,Side Effect::C0009676
Compound::DB01136,CcSE,Side Effect::C0037199
Compound::DB01115,CcSE,Side Effect::C0013604
Compound::DB00575,CcSE,Side Effect::C0020651
Compound::DB00401,CcSE,Side Effect::C0011991
Compound::DB08882,CcSE,Side Effect::C0030196
Compound::DB00524,CcSE,Side Effect::C0020517
Compound::DB00966,CcSE,Side Effect::C0002871
Compound::DB00571,CcSE,Side Effect::C0151942
Compound::DB00999,CcSE,Side Effect::C0037023
Compound::DB00790,CcSE,Side Effect::C0040264
Compound::DB00177,CcSE,Side Effect::C0003862
Compound::DB01120,CcSE,Side Effect::C0235546
Compound::DB00343,CcSE,Side Effect::C0877055
Compound::DB00195,CcSE,Side Effect::C0231303
Compound::DB00275,CcSE,Side Effect::C0553548
Compound::DB00973,CcSE,Side Effect::C0017168
Compound::DB01120,CcSE,Side Effect::C0011603
Compound::DB01244,CcSE,Side Effect::C0152030
Compound::DB00661,CcSE,Side Effect::C0013144
Compound::DB00887,CcSE,Side Effect::C0948296
Compound::DB00945,CcSE,Side Effect::C0020538
Compound::DB01067,CcSE,Side Effect::C0231528
Compound::DB01244,CcSE,Side Effect::C0231528
Compound::DB00519,CcSE,Side Effect::C0085096
Compound::DB00758,CcSE,Side Effect::C0034152
Compound::DB00622,CcSE,Side Effect::C0687713
Compound::DB08882,CcSE,Side Effect::C0015230
Compound::DB00381,CcSE,Side Effect::C0003811
Compound::DB00575,CcSE,Side Effect::C0234215
Compound::DB01120,CcSE,Side Effect::C0022650
Compound::DB00876,CcSE,Side Effect::C0008031
Compound::DB01136,CcSE,Side Effect::C0042109
Compound::DB08816,CcSE,Side Effect::C0015402
Compound::DB00519,CcSE,Side Effect::C0242350
Compound::DB00999,CcSE,Side Effect::C0042510
Compound::DB00678,CcSE,Side Effect::C0041657
Compound::DB00264,CcSE,Side Effect::C0030554
Compound::DB01120,CcSE,Side Effect::C0423791
Compound::DB00584,CcSE,Side Effect::C0700590
Compound::DB01018,CcSE,Side Effect::C0040822
Compound::DB01115,CcSE,Side Effect::C0085612
Compound::DB00758,CcSE,Side Effect::C0030252
Compound::DB01162,CcSE,Side Effect::C2981158
Compound::DB00672,CcSE,Side Effect::C0042963
Compound::DB00722,CcSE,Side Effect::C0030312
Compound::DB00575,CcSE,Side Effect::C0039971
Compound::DB00195,CcSE,Side Effect::C0233407
Compound::DB00524,CcSE,Side Effect::C0027497
Compound::DB00722,CcSE,Side Effect::C0028173
Compound::DB00808,CcSE,Side Effect::C0235416
Compound::DB00700,CcSE,Side Effect::C0017178
Compound::DB00973,CcSE,Side Effect::C0003864
Compound::DB01115,CcSE,Side Effect::C0042023
Compound::DB00722,CcSE,Side Effect::C0043352
Compound::DB00524,CcSE,Side Effect::C0027769
Compound::DB00999,CcSE,Side Effect::C0233472
Compound::DB01120,CcSE,Side Effect::C0042029
Compound::DB01197,CcSE,Side Effect::C0035455
Compound::DB00227,CcSE,Side Effect::C0009676
Compound::DB00695,CcSE,Side Effect::C0001824
Compound::DB00519,CcSE,Side Effect::C0149931
Compound::DB01083,CcSE,Side Effect::C0574002
Compound::DB00275,CcSE,Side Effect::C0018099
Compound::DB00695,CcSE,Side Effect::C0340865
Compound::DB00758,CcSE,Side Effect::C1443060
Compound::DB00722,CcSE,Side Effect::C0043096
Compound::DB00524,CcSE,Side Effect::C0152029
Compound::DB00373,CcSE,Side Effect::C0010034
Compound::DB00519,CcSE,Side Effect::C0004093
Compound::DB00657,CcSE,Side Effect::C0042963
Compound::DB00627,CcSE,Side Effect::C0020517
Compound::DB00373,CcSE,Side Effect::C0014236
Compound::DB00627,CcSE,Side Effect::C0022593
Compound::DB01193,CcSE,Side Effect::C0042373
Compound::DB00343,CcSE,Side Effect::C0160390
Compound::DB00227,CcSE,Side Effect::C0035410
Compound::DB00264,CcSE,Side Effect::C0023530
Compound::DB00384,CcSE,Side Effect::C0041349
Compound::DB00999,CcSE,Side Effect::C2830004
Compound::DB00270,CcSE,Side Effect::C0011603
Compound::DB00973,CcSE,Side Effect::C0013395
Compound::DB00629,CcSE,Side Effect::C0020617
Compound::DB00284,CcSE,Side Effect::C0919671
Compound::DB00973,CcSE,Side Effect::C0031350
Compound::DB01016,CcSE,Side Effect::C1565489
Compound::DB00790,CcSE,Side Effect::C0022660
Compound::DB00373,CcSE,Side Effect::C0006266
Compound::DB00641,CcSE,Side Effect::C0013395
Compound::DB00381,CcSE,Side Effect::C0151786
Compound::DB00178,CcSE,Side Effect::C0151763
Compound::DB01023,CcSE,Side Effect::C0003469
Compound::DB00178,CcSE,Side Effect::C0018801
Compound::DB00598,CcSE,Side Effect::C0033774
Compound::DB00598,CcSE,Side Effect::C0085612
Compound::DB00594,CcSE,Side Effect::C0027424
Compound::DB00775,CcSE,Side Effect::C0018965
Compound::DB00629,CcSE,Side Effect::C0009676
Compound::DB00912,CcSE,Side Effect::C0042384
Compound::DB01120,CcSE,Side Effect::C0006444
Compound::DB00524,CcSE,Side Effect::C0023380
Compound::DB00641,CcSE,Side Effect::C0013404
Compound::DB00590,CcSE,Side Effect::C0000737
Compound::DB01241,CcSE,Side Effect::C0340464
Compound::DB00966,CcSE,Side Effect::C0014457
Compound::DB01162,CcSE,Side Effect::C0020517
Compound::DB01018,CcSE,Side Effect::C0020517
Compound::DB01016,CcSE,Side Effect::C2973529
Compound::DB01203,CcSE,Side Effect::C0162529
Compound::DB00178,CcSE,Side Effect::C0948008
Compound::DB00519,CcSE,Side Effect::C0023052
Compound::DB00227,CcSE,Side Effect::C0438717
Compound::DB01039,CcSE,Side Effect::C0013428
Compound::DB00401,CcSE,Side Effect::C0026826
Compound::DB01136,CcSE,Side Effect::C0002871
Compound::DB01200,CcSE,Side Effect::C0235325
Compound::DB00876,CcSE,Side Effect::C0029878
Compound::DB00436,CcSE,Side Effect::C0019151
Compound::DB01197,CcSE,Side Effect::C0027497
Compound::DB01120,CcSE,Side Effect::C0011053
Compound::DB00195,CcSE,Side Effect::C0020550
Compound::DB00657,CcSE,Side Effect::C0040822
Compound::DB00678,CcSE,Side Effect::C0009450
Compound::DB01197,CcSE,Side Effect::C0079924
Compound::DB00722,CcSE,Side Effect::C0034063
Compound::DB00796,CcSE,Side Effect::C0023530
Compound::DB00999,CcSE,Side Effect::C0231528
Compound::DB00524,CcSE,Side Effect::C1318520
Compound::DB00839,CcSE,Side Effect::C0015672
Compound::DB01261,CcSE,Side Effect::C0032285
Compound::DB01200,CcSE,Side Effect::C0012569
Compound::DB00492,CcSE,Side Effect::C0442874
Compound::DB00401,CcSE,Side Effect::C0042109
Compound::DB01200,CcSE,Side Effect::C0237938
Compound::DB00790,CcSE,Side Effect::C0003862
Compound::DB00700,CcSE,Side Effect::C0001925
Compound::DB01197,CcSE,Side Effect::C0016382
Compound::DB00381,CcSE,Side Effect::C0233472
Compound::DB01115,CcSE,Side Effect::C0085649
Compound::DB00571,CcSE,Side Effect::C0002792
Compound::DB01124,CcSE,Side Effect::C0162566
Compound::DB00722,CcSE,Side Effect::C0038325
Compound::DB00627,CcSE,Side Effect::C0151505
Compound::DB00808,CcSE,Side Effect::C0349506
Compound::DB01098,CcSE,Side Effect::C0011849
Compound::DB01193,CcSE,Side Effect::C0009782
Compound::DB01120,CcSE,Side Effect::C0403632
Compound::DB00641,CcSE,Side Effect::C0542476
Compound::DB00524,CcSE,Side Effect::C0010200
Compound::DB00575,CcSE,Side Effect::C0027765
Compound::DB01136,CcSE,Side Effect::C0152029
Compound::DB00641,CcSE,Side Effect::C0011603
Compound::DB00912,CcSE,Side Effect::C0006277
Compound::DB00880,CcSE,Side Effect::C0030305
Compound::DB00275,CcSE,Side Effect::C0013395
Compound::DB00584,CcSE,Side Effect::C0013428
Compound::DB00178,CcSE,Side Effect::C0151766
Compound::DB00195,CcSE,Side Effect::C0232461
Compound::DB00876,CcSE,Side Effect::C0040034
Compound::DB00968,CcSE,Side Effect::C0030554
Compound::DB01115,CcSE,Side Effect::C0041657
Compound::DB00584,CcSE,Side Effect::C0006277
Compound::DB01200,CcSE,Side Effect::C0042963
Compound::DB00331,CcSE,Side Effect::C0027424
Compound::DB01136,CcSE,Side Effect::C0085096
Compound::DB00177,CcSE,Side Effect::C0036974
Compound::DB00284,CcSE,Side Effect::C0042109
Compound::DB01261,CcSE,Side Effect::C0020456
Compound::DB01115,CcSE,Side Effect::C0010200
Compound::DB00594,CcSE,Side Effect::C0012797
Compound::DB00722,CcSE,Side Effect::C0025061
Compound::DB00195,CcSE,Side Effect::C0042571
Compound::DB00590,CcSE,Side Effect::C0403632
Compound::DB00195,CcSE,Side Effect::C0014236
Compound::DB00421,CcSE,Side Effect::C0020461
Compound::DB00492,CcSE,Side Effect::C0043352
Compound::DB00880,CcSE,Side Effect::C0001824
Compound::DB00903,CcSE,Side Effect::C0030193
Compound::DB00187,CcSE,Side Effect::C0032326
Compound::DB01039,CcSE,Side Effect::C0013922
Compound::DB00571,CcSE,Side Effect::C1368065
Compound::DB00175,CcSE,Side Effect::C0521516
Compound::DB01162,CcSE,Side Effect::C0162429
Compound::DB00661,CcSE,Side Effect::C0858814
Compound::DB00641,CcSE,Side Effect::C0017152
